CxContactTimes,CxGoalMostImpCP4,CxGoalMostImpCP4[other],CxGoalAchieve,CxSenseBelongPre,CxSenseBelong,QSPS1[SQ1],QSPS1[SQ2],QSPS1[SQ3],QSPS1[SQ4],QSPS1[SQ5],SPSScore,CxSPS1,CxSenseBelongInd,CxSenseBelongDif,CxGoalAchievSum,QAgeN,CxGenderFMD,CxGenderFMD[other],CxTransgender,CxIdentity[CxBlack],CxIdentity[CxPOC],CxIdentity[CxFNIM],CxIdentity[CxLGBTQ],CxIdentity[CxPersonDisab],CxIdentity[CxFrancophone],CxIdentity[CxNA],CxIdentity[CxDK],CxIdentity[CxRF],QFSA,CxAgeOTF
A1,-oth-,give back to community,,,A2,,,,,,0,RF,A1,A2   ,RF,55,F,,N,,,,,Y,,,,,,A5
A1,A5,,,,A3,,,,,,0,RF,A2,A2   ,RF,43,M,,N,,,,,,,Y,,,L2R,A4
A1,A1,,,,A2,,,,,,0,RF,A1,A2   ,RF,39,F,,N,,,,,,,Y,,,L2R,A4
A2,A5,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,38,M,,N,,,,,Y,,,,,L2R,A4
A1,A1,,,,A3,,,,,,0,RF,A2,A2   ,RF,57,M,,N,,,,,,,Y,,,L2R,A5
A1,-oth-,help others,,,A3,,,,,,0,RF,A2,A2   ,RF,52,F,,N,,,,,Y,,,,,L2R,A5
A1,A5,,,,A3,,,,,,0,RF,A2,A2   ,RF,52,F,,N,,,,,,,Y,,,,A5
A2,A2,,A2,A1,A4,,,,,,0,RF,A2,A1   ,A2,,NB,,,,,,,,,,,,N5c,
A1,A5,,,,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,,RF,,,,,,,,,,,,L6y,
A1,A1,,,,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,39,F,,Y,Y,,,,,,,,,L6y,A4
A1,A1,,,,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,39,F,,Y,Y,,,,,,,,,,A4
A3,,,,,,,,,,,0,RF,RF,A2   ,RF,,,,,,,,,,,,,,,
A1,A1,,,,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,,F,,,,,,,,,,,,L6p,
A2,A5,,A4,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,70,F,,N,Y,,,,,,,,,M1E,A6
A2,A5,,A5,A3,A4,,,,,,0,RF,A2,A1   ,A1,47,F,,N,,,Y,,,,,,,L2R,A5
A1,-oth-,garden experience,,,A3,,,,,,0,RF,A2,A2   ,RF,38,F,,N,,,,,Y,,,,,,A4
A1,-oth-,learning skills,,,A3,,,,,,0,RF,A2,A2   ,RF,47,F,,N,,,,,,,Y,,,L2R,A5
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,51,M,,N,,,,,,,Y,,,,A5
A3,A5,,A4,A1,A3,,,,,,0,RF,A2,A1   ,A1,53,F,,N,,,,,,,Y,,,,A5
A2,A5,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,36,F,,N,,,,,Y,,,,,L0S,A4
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,43,M,,N,,,,,,,Y,,,L2R,A4
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,40,F,,N,,,,,,,Y,,,L2R,A4
A1,A2,,,,A2,,,,,,0,RF,A1,A2   ,RF,38,F,,N,,,,,,,Y,,,L2R,A4
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,39,F,,N,,,,,,,Y,,,L2R,A4
A2,-oth-,help others,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,28,NB,,N,,,,,,,Y,,,L2R,A4
A3,-oth-,gives me something to do,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,52,M,,N,,,,,Y,,,,,L2R,A5
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,43,F,,N,,,,,,,Y,,,L0R,A4
A1,A2,,,,A2,,,,,,0,RF,A1,A2   ,RF,45,F,,N,,,,,,,Y,,,L2R,A5
A2,-oth-,learning,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,48,F,,N,,,,,,,Y,,,L2R,A5
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,42,F,,N,,,,,,,Y,,,l2r,A4
A1,A1,,,,A4,A3,A4,A4,A4,A4,19,High,A2,A2   ,RF,40,F,,N,Y,,,,,,,,,L4T,A4
A2,A3,,A3,A2,A2,RF,A3,RF,RF,A3,6,Low,A1,A2   ,A3,66,F,,N,,,Y,,,,,,,L3V,A6
A1,A5,,,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,50,F,,N,,,Y,,,,,,,,A5
A2,A6,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,61,F,,N,,,,,Y,,,,,l9z,A5
A1,-oth-,more tools,,,A2,RF,A2,A2,A2,A3,9,Low,A1,A2   ,RF,69,F,,N,,,Y,,,,,,,L3V,A6
A2,A5,,A4,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,54,F,,N,,,Y,,,,,,,L4M,A5
A2,A5,,A5,A2,A3,A2,A2,A3,A3,A3,13,Mid,A2,A1   ,A1,50,F,,N,,,Y,,,,,,,N0H,A5
A2,A4,,A4,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,73,M,,N,,,,,,,Y,,,L7N,A6
A3,A3,,A3,A1,A3,A2,A4,A3,A3,A3,15,High,A2,A1   ,A3,49,M,,N,,,,Y,,,,,,L7L,A5
A3,A5,,A4,A1,A4,A4,A3,A3,RF,RF,10,Mid,A2,A1   ,A1,,M,,,,,,,,,,,,,
A2,A3,,A4,A2,A3,A3,A4,A2,A3,A3,15,High,A2,A1   ,A1,56,M,,N,,,,,,,Y,,,,A5
A3,A1,,A5,A3,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,A1,41,F,,N,,,,Y,Y,,,,,L6M,A4
A3,A1,,A3,A1,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,48,F,,N,,,,,,,Y,,,,A5
A3,A2,,A4,A1,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,49,M,,N,,,,,Y,,,,,,A5
A3,A3,,A3,A3,A2,A2,A3,A3,A3,A3,14,Mid,A1,A2   ,A3,49,M,,N,,,,Y,Y,,,,,L7L,A5
A1,A5,,,,A3,,,,,,0,RF,A2,A2   ,RF,38,M,,N,Y,,,,,,,,,L2R,A4
A2,-oth-,sharing food,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,42,F,,N,,Y,,,,,,,,L2r,A4
A3,A5,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,47,F,,N,,,,,,,Y,,,L2R,A5
A3,A5,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,46,F,,N,,,,,,,Y,,,L2R,A5
A1,-oth-,learning and connecting,,,A2,,,,,,0,RF,A1,A2   ,RF,55,F,,N,,,,,,,Y,,,L2R,A5
A1,A5,,,,A3,,,,,,0,RF,A2,A2   ,RF,33,F,,N,,Y,,,,,,,,L2R,A4
A1,A2,,,,A3,,,,,,0,RF,A2,A2   ,RF,39,F,,N,,,,,,,Y,,,L2R,A4
A3,A3,,A3,A2,A3,A2,A3,A3,A3,A3,14,Mid,A2,A1   ,A3,49,M,,N,,,,Y,Y,,,,,L7L,A5
A3,A5,,A5,A2,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,61,F,,N,,,,,Y,,,,,,A5
A3,A5,,A5,A2,A3,A3,A2,A3,A2,A3,13,Mid,A2,A1   ,A1,58,M,,N,,,,,Y,,,,,l6k,A5
A2,A3,,A2,A1,A1,A1,A3,A2,A2,A3,11,Mid,A1,A2   ,A2,59,F,,N,,,,,,,Y,,,L7R,A5
A3,A6,,A2,A1,A2,RF,A3,A3,A2,A3,11,Mid,A1,A1   ,A2,62,M,,N,,,,,Y,,,,,L7T,A5
A3,A5,,A3,A2,A3,RF,A2,A4,A3,A3,12,Mid,A2,A1   ,A3,,F,,,,,,,,,,,,,
A3,A3,,A3,A2,A1,A3,A3,A2,A3,A4,15,High,A1,A2   ,A3,60,M,,N,,,,,,,Y,,,L7M,A5
A1,A4,,,,A1,A3,A3,RF,A3,A3,12,Mid,A1,A2   ,RF,66,F,,N,,,,,,,Y,,,L7T,A6
A3,A5,,A5,A3,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,58,F,,N,,,,,,,,,Y,L9T,A5
A3,A5,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,58,F,,RF,,,,,,,,,Y,L9T,A5
A3,A2,,A3,A1,A3,A2,A1,A3,A3,A2,11,Mid,A2,A1   ,A3,51,F,,N,Y,,,,Y,,,,,L7M,A5
A2,A2,,A4,A3,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,17,F,,N,Y,Y,,,,,,,,n2g,A2
A1,A2,,,,A2,A3,A3,A3,A2,A3,14,Mid,A1,A2   ,RF,,NB,,,,,,,,,,,,N4S,
A3,A4,,A4,A4,A4,A4,A4,A4,A1,A4,17,High,A2,A2   ,A1,18,NB,,N,,Y,,Y,,,,,,,A2
A2,A5,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,37,F,,N,,Y,,,,,,,,M1W,A4
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,30,F,,N,,Y,,,,,,,,M1V,A4
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,29,M,,N,,Y,,,,,,,,M1V,A4
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,29,M,,N,,Y,,,,,,,,M1V,A4
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,56,F,,N,,Y,,,,,,,,M1V,A5
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,56,F,,N,,Y,,,,,,,,M1V,A5
A1,A2,,,,A2,A3,A3,A4,A3,A4,17,High,A1,A2   ,RF,34,F,,N,,,,,,,,,Y,,A4
A3,A5,,A4,A3,A3,A3,RF,A3,A3,RF,9,Low,A2,A2   ,A1,39,F,,N,,,,,Y,,,,,,A4
A3,A1,,A5,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,34,M,,N,,,,,Y,,,,,L6H,A4
A3,A3,,A2,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A2,62,M,,N,,,,,Y,,,,,,A5
A3,A3,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,62,M,,N,,,,,,,Y,,,L7S,A5
A3,A3,,A2,A2,A2,A3,A3,A2,A3,A2,13,Mid,A1,A2   ,A2,50,M,,N,,,,,Y,,,,,L6k,A5
A1,A2,,,,A3,A3,A3,A4,A3,A3,16,High,A2,A2   ,RF,,F,,,,,,,,,,,,,
A3,A4,,A4,A1,A2,A3,A3,A2,A2,A3,13,Mid,A1,A1   ,A1,50,F,,N,,,,,,,Y,,,L7P,A5
A2,A3,,A2,A2,A2,A2,A3,A3,A1,A3,12,Mid,A1,A2   ,A2,60,M,,N,,,,,,,Y,,,,A5
A3,A6,,A4,A1,A2,A2,A3,A1,A2,A3,11,Mid,A1,A1   ,A1,62,M,,N,,,,,Y,,,,,L7T,A5
A3,A1,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,,F,,,,,,,,,,,,L7m,
A2,A2,,A4,A3,A4,A2,A3,A4,A4,A2,15,High,A2,A1   ,A1,,,,,,,,,,,,,,,
A3,-oth-,I would say all of them actually,A3,A1,A4,A3,A3,A4,A3,A4,17,High,A2,A1   ,A3,45,F,,N,,,,,Y,,,,,,A5
A3,A3,,A2,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A2,49,M,,N,,,,,,,Y,,,L9T,A5
A3,A1,,A2,A4,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,A2,49,M,,N,,,,,Y,,,,,L9T,A5
A3,A3,,A4,A2,A3,A3,A4,A4,A3,A4,18,High,A2,A1   ,A1,21,NB,,Y,,,,Y,Y,,,,,N5C,A3
A3,A5,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,53,F,,N,,,,,,,Y,,,L2R,A5
A1,-oth-,Help others,,,A2,,,,,,0,RF,A1,A2   ,RF,37,M,,N,,,,,,,Y,,,,A4
A2,A5,,A3,A2,A2,,,,,,0,RF,A1,A2   ,A3,62,F,,DK,,,,,,,Y,,,L2R,A5
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,42,F,,N,,,,,Y,,,,,L2R,A4
A3,A3,,A4,A4,A2,,,,,,0,RF,A1,A2   ,A1,47,F,,N,,,,,,,,Y,,L2R,A5
A1,-oth-,keep busy,,,A2,RF,A3,A2,A3,A3,11,Mid,A1,A2   ,RF,,RF,,,,,,,,,,,,,
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,44,F,,N,,,,,,,Y,,,L2R,A4
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,47,F,,N,,,,,,,Y,,,L2R,A5
A3,A3,,A4,A2,A4,,,,,,0,RF,A2,A1   ,A1,48,F,,N,,,,,Y,,,,,L2R,A5
A1,A5,,,,A2,,,,,,0,RF,A1,A2   ,RF,62,F,,N,,,,,,,,Y,,l2r,A5
A1,A1,,,,A3,,,,,,0,RF,A2,A2   ,RF,49,F,,N,Y,,,,,,,,,L2R,A5
A3,A3,,A5,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,60,F,,N,,,,,Y,,,,,L9T,A5
A3,A6,,A4,A1,A2,A2,A2,A2,A2,A2,10,Mid,A1,A1   ,A1,65,F,,N,,,,,,,,Y,,L7N,A6
A2,A3,,A1,A1,A1,A2,A2,A2,A2,A3,11,Mid,A1,A2   ,A2,59,F,,N,,,,,Y,,,,,L7J,A5
A3,,,,,,,,,,,0,RF,RF,A2   ,RF,,,,,,,,,,,,,,,
A2,A5,,RF,A1,A1,A1,A3,A2,A1,A3,10,Mid,A1,A2   ,RF,52,M,,N,,,,,Y,,,Y,,L7R,A5
A2,A1,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,L2R,
A3,A3,,A4,A1,A3,,,,,,0,RF,A2,A1   ,A1,40,F,,,,,,,,,,,,L3M,A4
A3,A1,,A5,A2,A4,,,,,,0,RF,A2,A1   ,A1,51,F,,,,,,,,,,,,L2M,A5
A3,A5,,A5,A2,A4,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,L2R,
A1,A5,,,,RF,A3,A3,A3,RF,A3,12,Mid,RF,RF   ,RF,,,,,,,,,,,,,,,
A1,,,,,,,,,,,0,RF,RF,A2   ,RF,,,,,,,,,,,,,,,
A1,A1,,,,A2,,,,,,0,RF,A1,A2   ,RF,,,,,,,,,,,,,,,
A1,A1,,,,A1,,,,,,0,RF,A1,A2   ,RF,55,RF,,RF,,,,,Y,,,,,l9l,A5
A3,A6,,A4,RF,RF,A3,A3,RF,A3,A3,12,Mid,RF,RF   ,A1,,F,,,,,,,,,,,,L7G,
A1,A1,,,,,,,,,,0,RF,RF,A2   ,RF,66,F,,N,,,,,,,,Y,,L6L,A6
A1,A1,,,,A1,,,,,,0,RF,A1,A2   ,RF,99,F,,Y,,,,,,Y,,,,l7l,A6
A1,A2,,,,A1,,,,,,0,RF,A1,A2   ,RF,88,F,,Y,Y,,,,,,,,,567,A6
A1,A5,,,,A2,A3,A4,A4,A3,A4,18,High,A1,A2   ,RF,20,F,,N,,,,Y,,,,,,N1T,A3
A3,-oth-,For something to look forward,RF,RF,RF,A4,A4,RF,RF,A4,12,Mid,RF,RF   ,RF,,F,,,,,,,,,,,,L5B,
A3,-oth-,learn new things,RF,RF,RF,A1,A1,A1,A1,A1,5,Low,RF,RF   ,RF,84,F,,RF,,,,,,,,,Y,L4Z,A6
A3,A5,,RF,RF,RF,A4,A3,A4,A3,A4,18,High,RF,RF   ,RF,70,F,,RF,,,,,,,,,Y,J3Y,A6
A3,A3,,RF,RF,RF,A2,A2,A1,A2,A2,9,Low,RF,RF   ,RF,,F,,,,,,,,,,,,L4W,
A3,A5,,RF,RF,RF,A4,A4,A4,A4,A4,20,High,RF,RF   ,RF,84,F,,RF,,,,,,,,,Y,L5W,A6
A3,A5,,A5,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A1,72,F,,RF,,,,,,,,,Y,L5B,A6
A1,A5,,,,RF,A4,A4,A4,A4,A4,20,High,RF,RF   ,RF,88,M,,RF,,,,,,,,,Y,L5A,A6
A1,A5,,,,RF,A4,A4,A4,A4,A4,20,High,RF,RF   ,RF,88,M,,RF,,,,,,,,,Y,L5A,A6
A2,-oth-,To keep fit while aging with dance exercises.,A2,RF,RF,A3,A4,A3,A3,A3,16,High,RF,RF   ,A2,,F,,,,,,,,,,,,M1V,
A3,A3,,A5,RF,RF,A3,RF,RF,A4,A4,11,Mid,RF,RF   ,A1,62,F,,RF,,,,,,,,,Y,L5M,A5
A2,A5,,A5,RF,RF,A4,A4,A3,A3,A4,18,High,RF,RF   ,A1,69,F,,RF,,,,,,,,,Y,L5R,A6
A3,A1,,A5,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A1,,F,,,,,,,,,,,,J4x,
A3,A5,,A5,RF,RF,A2,A3,A3,A3,A3,14,Mid,RF,RF   ,A1,,F,,,,,,,,,,,,L5b,
A3,A2,,A2,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A2,,F,,,,,,,,,,,,,
A3,A1,,A5,RF,RF,A3,A3,A3,A3,A3,15,High,RF,RF   ,A1,,F,,,,,,,,,,,,J4x,
A3,-oth-,To learn a new art,A4,RF,RF,A2,A2,A2,A2,A2,10,Mid,RF,RF   ,A1,,F,,,,,,,,,,,,JXX,
A3,A5,,A5,RF,A4,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,70,F,,RF,,,,,,,,,Y,L5R,A6
A2,A2,,A5,RF,A2,A2,A2,A2,A3,A2,11,Mid,A1,RF   ,A1,72,F,,RF,,,,,,,,,Y,L5b,A6
A3,A3,,A4,RF,A2,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,67,F,,RF,,,,,,,,,Y,L5M,A6
A3,A5,,A5,RF,A2,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,,F,,,,,,,,,,,,L5M,
A2,A1,,A4,A4,A4,A4,A4,A3,A4,A4,19,High,A2,A2   ,A1,34,F,,N,,,,,,,,Y,,L6Y,A4
A2,A5,,A4,RF,A4,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,70,F,,RF,,,,,,,,,Y,L5R,A6
A3,A3,,A5,RF,A4,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,,F,,,,,,,,,,,,L5R,
A3,-oth-,Learn new things,A4,RF,A4,A4,A3,A3,A3,A3,16,High,A2,RF   ,A1,69,F,,RF,,,,,,,,,Y,L5B,A6
A3,A2,,A4,RF,A3,A4,A3,A3,A3,A4,17,High,A2,RF   ,A1,85,M,,RF,,,,,,,,,Y,L5R,A6
A2,A6,,A4,RF,A4,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,,F,,,,,,,,,,,,L5A,
A2,A3,,A4,RF,A3,A3,A3,A3,A3,A3,15,High,A2,RF   ,A1,,F,,,,,,,,,,,,L5M,
A3,A5,,A4,RF,A2,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,71,F,,RF,,,,,,,,,Y,l5m,A6
A3,A5,,A5,RF,A3,A4,A4,A4,A4,A4,20,High,A2,RF   ,A1,73,F,,RF,,,,,,,,,Y,L4Z,A6
A3,A1,,A4,RF,A2,A3,A2,A3,A3,A3,14,Mid,A1,RF   ,A1,,F,,,,,,,,,,,,L5B,
A3,A2,,A5,RF,A1,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,,F,,,,,,,,,,,,J4x,
A3,A5,,A5,RF,A2,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,77,F,,RF,,,,,,,,,Y,L5R,A6
A3,-oth-,Be more creative/ productive,A5,RF,A2,A3,A3,A3,A3,A3,15,High,A1,RF   ,A1,70,F,,RF,,,,,,,,,Y,L5M,A6
A2,A4,,A3,A3,A3,RF,A2,A1,A4,A1,8,Low,A2,A2   ,A3,,M,,,,,,,,,,,,,
A2,A5,,RF,A3,A3,A3,A2,A3,A3,A2,13,Mid,A2,A2   ,RF,66,F,,N,,,,,Y,,,,,M6K,A6
A3,A1,,A5,A1,A4,A4,A4,A4,A3,A3,18,High,A2,A1   ,A1,67,F,,N,,,,,,,,,Y,,A6
A3,-oth-,Accompany my wife,RF,A3,A4,A4,A4,A3,A4,A4,19,High,A2,A1   ,RF,64,M,,N,,Y,,,,,,,,M6K,A5
A3,-oth-,Feel moreconnected and grow food,A4,A4,A4,A3,A3,A3,A3,A4,16,High,A2,A2   ,A1,,F,,,,,,,,,,,,M6k,
A3,A2,,A5,A1,A4,,,,,,0,RF,A2,A1   ,A1,67,F,,N,,,,,,,Y,,,,A6
A2,A5,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,51,NB,,N,,,,,Y,,,,,M3P,A5
A1,A5,,,,A4,A1,A1,A1,A1,A1,5,Low,A2,A2   ,RF,61,F,,N,,,Y,,Y,,,,,M6K,A5
A1,A5,,,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,51,M,,N,,,Y,,,,,,,M6k,A5
A3,A1,,A5,A1,A4,A4,A4,A4,A3,A3,18,High,A2,A1   ,A1,55,F,,N,,,,,,,,,Y,M6k,A5
A3,A2,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,55,F,,N,,Y,,,,,,,,,A5
A3,A5,,A3,A2,A3,A3,A4,A4,A3,A3,17,High,A2,A1   ,A3,51,F,,N,,,,,Y,,,,,M6k,A5
A1,A5,,,,A3,A1,A3,A3,A3,A3,13,Mid,A2,A2   ,RF,46,F,,N,,,Y,,,,,,,M6S,A5
A1,A1,,,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,58,F,,N,Y,,,,,,,,,M4y,A5
A3,A1,,A5,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,62,F,,N,,,,,,,Y,,,M6k,A5
A3,A3,,A5,A2,A4,A3,A4,A4,A4,A4,19,High,A2,A1   ,A1,63,F,,N,,Y,,,,,,,,M8V,A5
A3,-oth-,"Talk to more people, feel less lonely",A5,A3,A4,A4,A4,A3,A4,A3,18,High,A2,A1   ,A1,75,F,,N,,Y,,,,,,,,M6K,A6
A1,A1,,,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,46,F,,N,,Y,Y,,,,,,,M6S,A5
A3,A5,,A3,A1,A3,,,,,,0,RF,A2,A1   ,A3,51,F,,N,,,,,Y,,,,,M6k,A5
A3,A2,,A5,A2,A4,A1,A4,A4,A4,A4,17,High,A2,A1   ,A1,63,F,,N,,Y,,,,,,,,M9r,A5
A1,A1,,,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,46,F,,N,,Y,Y,,,,,,,M6S,A5
A3,A5,,A5,A4,A4,A3,A3,A3,A4,A3,16,High,A2,A2   ,A1,64,RF,,N,Y,,,,,,,,,M6k,A5
A3,-oth-,To accommodate nutrition,A4,A3,A4,A4,A3,A4,A4,A3,18,High,A2,A1   ,A1,70,F,,RF,,,,,Y,,,,,M6R,A6
A3,A2,,A5,A2,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,,F,,,,,,,,,,,,M9r,
A3,A5,,A5,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,64,F,,RF,Y,,,,,,,,,M6k,A5
A1,A5,,,,A3,A4,A4,A4,A3,A3,18,High,A2,A2   ,RF,52,NB,,N,,,,Y,Y,,,,,M6k,A5
A3,A5,,A4,A2,A3,A3,A4,A3,A3,A3,16,High,A2,A1   ,A1,38,M,,N,,Y,,,,,,,,M6K,A4
A3,-oth-,All of the above,A3,A3,A4,A2,A2,A2,A3,A3,12,Mid,A2,A1   ,A3,40,F,,N,,Y,,,,,,,,M6r,A4
A1,-oth-,Find out more about greenest city,,,A3,A4,A4,A4,A1,A4,17,High,A2,A2   ,RF,60,F,,N,,,,Y,,,,,,M6J,A5
A3,A2,,A5,,A1,A4,A4,A4,A4,A4,20,High,A1,A2   ,A1,58,F,,N,,,,,,,,,,M6k,A5
A1,A5,,,,A4,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,52,NB,,N,,,,Y,Y,,,,,M6k,A5
A1,-oth-,"Talk to more people, connect to my community",,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,0,M,,N,Y,Y,,,,,,,,M6K,
A3,A2,,A5,A1,A4,A4,A4,A3,A4,A4,19,High,A2,A1   ,A1,55,F,,N,,,,,,,Y,,,M6K,A5
A3,A2,,A4,A1,A4,A3,A4,A3,A3,A4,17,High,A2,A1   ,A1,50,M,,N,,,,,,,Y,,,M6k,A5
A3,A5,,A4,A4,A4,A3,RF,RF,RF,A3,6,Low,A2,A2   ,A1,,M,,,,,,,,,,,,M6K,
A1,A5,,,,A2,RF,A3,A3,RF,A3,9,Low,A1,A2   ,RF,0,F,,N,Y,,,,,,,,,,
A3,-oth-,Food security,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,72,M,,N,,,,,,,Y,,,M6K,A6
A3,-oth-,Food Security,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,72,M,,N,,,,,,,Y,,,M6K,A6
A3,A5,,A4,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,47,M,,N,,Y,,,,,,,,M6k,A5
A3,A5,,A4,A3,A3,A3,A3,RF,RF,A3,9,Low,A2,A2   ,A1,,M,,,,,,,,,,,,M6k,
A3,A5,,A3,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A3,41,M,,N,,Y,,,,,,,,M6k,A4
A2,-oth-,To make the program successful by volunteering,A4,A4,A4,A4,A2,A3,A3,A3,15,High,A2,A2   ,A1,,M,,,,,,,,,,,,m6k,
A3,A5,,A4,A3,A3,A4,A4,A4,A4,A1,17,High,A2,A2   ,A1,,NB,,,,,,,,,,,,K0K,
A3,-oth-,Continuation of being part of community,A5,A3,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,74,M,,N,,,,Y,,,,,,M6G,A6
A2,A5,,A4,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,46,NB,,Y,,Y,,Y,,,,,,K0K,A5
A3,-oth-,Build community,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,69,F,,N,,,,,,,Y,,,M6G,A6
A3,A5,,A5,A2,A3,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,52,F,,N,,,,,,,Y,,,M6k,A5
A3,A5,,A5,A1,A4,A3,A4,A3,A4,A4,18,High,A2,A1   ,A1,56,F,,N,,Y,,,,,,,,M6k,A5
A3,-oth-,"As a farmer back home, I wanted to continue farming. And be able to share food and share my farming skills",A5,A1,A4,A3,A4,A4,A4,A4,19,High,A2,A1   ,A1,56,F,,N,,Y,,,,,,,,M6k,A5
A3,-oth-,"Make friends, continue farming,",A4,A1,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,60,F,,N,,Y,,,,,,,,M6k,A5
A3,A5,,A5,A3,A4,A3,A3,A3,A3,A4,16,High,A2,A1   ,A1,45,M,,N,,,,,,,Y,,,M6k,A5
